UniqueID,3_S3_R1,3-Pur_S17_R1,3_S3_R2,3-Pur_S17_R2,2_S2_R1,2_S2_R2,2-Pur_S16_R1,2-Pur_S16_R2,Undetermined_S0_R2,Undetermined_S0_R1,4_S4_R1,4-Pur_S18_R1,4_S4_R2,4-Pur_S18_R2,60-Pur_S26_R1,60-Pur_S26_R2,60_S12_R1,60_S12_R2,56_S11_R1,56_S11_R2,56-Pur_S25_R1,56-Pur_S25_R2,62-Pur_S27_R2,62-Pur_S27_R1,62_S13_R1,62_S13_R2,1_S1_R2,1_S1_R1,1-Pur_S15_R1,1-Pur_S15_R2,44_S8_R1,44_S8_R2,44-Pur_S22_R1,44-Pur_S22_R2,24-Pur_S20_R1,24_S6_R1,24_S6_R2,24-Pur_S20_R2,14-Pur_S19_R2,14-Pur_S19_R1,14_S5_R2,14_S5_R1,34-Pur_S21_R2,34-Pur_S21_R1,34_S7_R2,34_S7_R1,52_S10_R2,52_S10_R1,52-Pur_S24_R2,52-Pur_S24_R1,48_S9_R2,48_S9_R1,48-Pur_S23_R2,48-Pur_S23_R1,Ctl_S14_R1,Ctl_S14_R2,Ctl-Pur_S28_R1,Ctl-Pur_S28_R2
435837:Staphylococcus hominis subsp. hominis C80,600,653,540,607,0,0,5,4,180,244,1067,808,972,706,856,717,643,531,552,503,398,335,1752,2206,1132,953,1322,1442,1063,928,1199,1082,788,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,72,98,0,0,2,1
469589:Bacteroides sp. 2_1_33B,1250,1045,978,936,0,0,0,0,178,216,344,217,301,247,1010,941,593,513,2054,1907,1879,1846,1413,1684,903,851,203,249,141,131,505,432,284,243,0,0,0,0,103,119,109,118,92,85,101,91,0,45,33,47,233,247,136,135,0,0,0,2
1485:Clostridium,152,147,142,135,2744,2615,1107,1145,173,256,198,151,130,81,1114,872,725,604,738,511,484,430,239,264,150,143,219,278,178,157,1435,905,747,468,73,132,111,78,283,342,285,296,316,311,313,369,308,320,297,344,296,343,198,214,0,0,0,1
556261:Clostridium sp. D5,242,140,234,172,0,0,0,0,165,216,167,127,149,117,1453,1548,995,901,787,799,732,759,399,458,214,231,1166,1247,1059,1006,1131,1139,635,622,50,57,65,57,373,418,367,389,306,332,367,347,313,364,311,346,411,499,287,301,1,0,0,1
28216:Betaproteobacteria,2255,1500,2229,1553,0,0,0,0,219,279,2164,1601,2112,1511,452,440,291,297,335,392,279,292,181,215,142,129,0,0,0,0,1447,1455,780,761,52,63,98,63,54,0,0,48,46,47,51,41,0,0,0,0,83,113,63,65,143,169,35,41
391296:Streptococcus suis 98HAH33,338,237,285,240,4321,4372,1835,1930,232,228,446,310,482,346,210,217,114,154,320,348,370,332,102,80,61,45,163,184,99,87,545,602,304,302,484,605,799,661,0,0,0,0,0,0,0,0,0,0,0,0,71,59,37,38,127,150,17,46
28211:Alphaproteobacteria,499,372,500,402,0,0,0,0,208,212,2417,1742,2404,1824,216,235,118,159,158,153,119,138,199,164,96,95,1029,983,613,583,875,790,442,377,488,552,566,528,335,371,416,447,76,89,76,88,187,182,68,93,129,123,90,85,4,2,2,6
520463:Brucella pinnipedialis M163/99/10,109,99,101,87,559,584,251,222,160,205,1385,1064,1256,943,1131,1004,909,784,1284,1168,1274,1142,346,448,263,258,317,342,269,204,1055,919,535,453,270,337,270,216,0,0,0,0,0,0,0,0,0,0,0,0,192,229,144,139,3,0,4,0
1460371:Amycolatopsis lurida NRRL 2430,0,0,0,0,0,0,0,0,13166,9144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
710736:uncultured Chloroflexi bacterium HF0200_09I09,91,88,103,105,7,24,6,9,161,160,43,32,41,38,2298,2155,1563,1630,2015,2002,1831,1916,830,957,599,582,397,355,183,176,204,196,99,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,284,211,200,0,0,0,0
536232:Clostridium botulinum A2 str. Kyoto,376,257,298,280,0,13,5,0,148,199,134,118,163,156,1214,1102,875,857,1885,1903,1816,1804,1103,1225,970,1028,85,97,68,60,800,827,501,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,254,203,208,0,0,1,0
710730:uncultured Acidobacteria bacterium HF0770_27F21,67,103,86,94,8,12,7,0,164,173,260,168,309,180,262,271,215,225,765,706,553,592,499,463,312,360,3915,4105,2421,2079,599,597,293,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,61,70,60,0,0,0,0
575611:Prevotella buccae D17,823,762,707,735,0,0,0,0,191,273,139,106,152,105,523,453,316,296,1452,1395,1076,1036,469,571,292,258,1121,1259,818,631,451,453,230,197,0,0,0,0,447,507,460,574,212,226,258,253,126,151,122,138,195,202,114,120,0,0,4,0
243230:Deinococcus radiodurans R1,90,89,80,76,0,0,0,0,143,165,271,198,231,140,1046,969,879,869,1938,1837,1222,1028,420,462,382,338,46,38,34,32,2147,2047,1217,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,556,297,347,0,0,4,0
693746:Oscillibacter valericigenes Sjm18-20,0,0,0,0,0,0,0,0,141,202,0,0,0,0,134,133,106,118,104,101,100,92,288,343,180,150,49,70,50,37,236,153,164,102,0,0,0,0,999,1168,1007,1113,1360,1704,1567,1747,1175,1218,899,935,922,1088,531,693,0,0,1,0
469606:Fusobacterium nucleatum subsp. vincentii 4_1_13,257,240,232,241,9,11,0,0,167,163,1258,843,1205,798,282,252,215,215,1586,1529,1516,1456,187,220,130,147,1425,1767,1145,908,491,521,319,263,172,165,140,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
702113:Novosphingobium sp. PP1Y,329,294,322,350,0,0,0,0,161,201,2140,1473,1988,1331,585,529,410,353,660,599,554,516,515,590,343,285,29,27,24,20,1097,1070,617,571,409,451,474,355,0,0,0,0,0,0,0,0,0,0,0,0,211,189,133,128,74,75,14,21
645657:Bacillus subtilis subsp. natto BEST195,74,60,66,49,298,344,113,135,149,173,164,134,152,121,2199,2103,1742,1728,1634,1518,1128,1136,805,853,635,626,0,0,0,0,730,700,453,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0,0,0,0
477641:Modestobacter marinus,784,549,524,498,266,260,122,101,152,193,643,451,536,391,607,540,469,427,1604,1520,1336,1208,328,402,325,271,953,1062,608,528,526,482,269,229,148,227,213,120,0,0,0,0,0,0,0,0,0,0,0,0,132,119,86,64,0,0,2,0
710997:uncultured Verrucomicrobiales bacterium HF0200_39L05,385,297,349,312,133,132,54,56,166,253,1719,1266,1682,1260,1892,1885,1408,1381,297,341,248,245,229,199,175,179,0,0,0,0,1016,940,561,558,80,99,105,74,0,0,0,0,0,0,0,0,0,0,0,0,79,51,39,44,6,6,3,3
591158:Streptomyces sp. AA4,86,75,90,95,0,0,0,0,159,189,2427,1496,2337,1503,251,211,186,205,292,281,104,111,148,155,147,128,1773,1872,1158,1034,420,425,247,235,88,155,136,113,0,0,0,0,0,0,0,0,0,0,0,0,57,53,38,32,499,496,78,87
363253:Lawsonia intracellularis PHE/MN1-00,130,91,121,91,0,0,0,0,144,163,94,61,93,83,3079,3020,2201,2286,1384,1448,1072,1010,404,395,233,216,184,212,105,90,276,277,160,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,56,41,46,4,18,5,0
710804:uncultured alpha proteobacterium HF0070_14E07,1163,756,1121,788,0,0,0,0,152,199,325,217,296,178,3061,2878,2359,2338,580,568,336,348,146,159,143,137,0,0,0,0,357,285,148,168,43,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55,25,40,0,0,2,0
1401639:Acinetobacter baumannii NCGM 237,128,99,154,127,0,0,0,0,197,215,4029,2891,3988,2877,0,0,0,0,0,0,0,0,0,0,0,0,103,65,56,65,1008,1055,543,510,39,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,482,83,97
838:Prevotella,323,217,369,254,0,0,0,0,151,217,32,23,30,19,55,50,34,31,38,36,64,43,160,139,80,103,1333,1455,988,813,48,0,27,31,50,71,44,0,1310,1317,1310,1371,576,662,695,764,627,694,538,585,348,402,210,218,7,4,2,0
398513:Bifidobacterium bifidum NCIMB 41171,129,108,133,113,1644,1723,674,707,157,139,63,59,58,60,1106,1189,819,947,1027,1128,944,920,698,717,457,507,14,15,10,0,671,610,395,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,130,95,94,2,0,0,0
1076935:Pyronema omphalodes CBS 100304,0,0,0,0,0,0,0,0,10319,8194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198108:Acinetobacter baumannii AC12,0,0,0,0,0,0,0,0,7029,10914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469588:Bacteroides sp. 2_1_22,857,613,686,596,0,0,0,0,137,168,569,456,532,410,1344,1169,829,852,406,373,445,449,261,326,216,189,1130,1206,831,668,116,94,45,39,0,0,0,0,160,158,151,162,0,48,72,78,80,88,50,61,201,244,158,180,0,2,1,0
1389454:Candidatus Actinomarina minuta,672,610,2382,1310,9,13,6,9,207,152,2807,1871,2891,2011,68,90,45,65,73,86,44,71,118,57,41,75,0,0,0,0,394,487,190,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283909:Capitella teleta,1406,1104,1105,1002,3879,3553,1711,1532,131,166,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,114,64,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,361,230,255,0,0,0,0
31234:Caenorhabditis remanei,64,69,117,62,48,47,20,33,181,211,3737,2742,3680,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,955,608,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,3,9
243233:Methylococcus capsulatus str. Bath,521,472,442,464,136,106,93,77,115,170,605,450,486,375,0,0,34,34,421,366,277,251,0,0,0,0,3175,3398,1850,1707,175,175,92,81,39,50,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
360423:uncultured marine bacterium Ant4D3,176,109,171,136,0,0,0,0,120,130,670,408,707,407,845,827,790,812,1736,1743,992,1069,542,530,427,437,218,256,140,121,245,209,113,107,46,50,48,46,0,0,0,0,0,0,0,0,0,0,0,0,217,235,148,132,0,0,2,3
285:Comamonas testosteroni,35,0,0,0,0,0,0,0,87,130,0,0,0,0,4965,4213,3534,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1431339:Bacillus thuringiensis DB27,64,52,82,58,118,166,34,49,112,154,634,420,612,391,702,705,480,459,1300,1308,1454,1347,888,877,449,459,63,88,36,40,307,301,170,154,58,101,98,86,0,0,0,0,0,0,0,0,0,0,0,0,352,318,217,195,0,0,3,0
80840:Burkholderiales,918,725,982,773,7,9,0,6,140,168,2485,1765,2551,1794,62,67,46,41,90,94,80,94,151,179,117,104,63,55,37,42,289,297,135,141,240,425,392,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2
213810:Ruminococcus champanellensis 18P13 = JCM 17042,0,0,0,0,0,0,0,0,137,150,0,0,0,0,0,0,0,0,228,189,257,248,53,0,0,0,945,1031,606,532,654,568,272,214,0,0,0,0,784,888,903,906,555,637,616,673,538,628,539,607,364,467,257,292,0,0,1,0
465541:Streptomyces sp. Mg1,0,0,0,0,7,11,0,4,160,163,3272,2519,3117,2352,186,144,105,102,102,70,92,100,0,0,0,0,106,128,109,73,424,357,226,218,307,352,334,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,73,6,16
718252:Faecalibacterium prausnitzii L2-6,0,0,0,0,0,0,0,0,105,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,1477,1031,813,420,349,314,207,0,0,0,0,1258,1341,1236,1290,713,927,833,907,114,107,116,145,93,122,71,66,1,0,0,0
201089:uncultured Desulfobacterium sp.,344,287,315,216,351,320,138,147,115,164,1480,1015,1329,977,446,452,332,316,664,657,522,509,415,437,265,239,196,145,83,92,555,561,394,292,0,47,56,41,0,0,0,0,0,0,0,0,0,0,0,0,158,197,109,129,0,0,3,0
1192196:Bacillus subtilis subsp. subtilis str. BSP1,0,0,0,0,23,46,22,30,77,136,0,0,0,0,1681,1455,1353,1115,1345,1050,942,815,1116,1442,1103,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,261,158,179,0,0,1,0
1002809:Solibacillus silvestris StLB046,0,0,0,0,0,0,0,0,68,114,0,0,0,0,68,60,31,31,451,418,339,345,2252,2596,1221,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,570,523,653,859,1018,516,624,0,0,0,0
710820:uncultured delta proteobacterium HF0010_01J10,647,595,643,632,0,0,0,0,98,136,957,642,928,678,223,258,160,237,298,294,222,238,42,0,43,34,1262,1321,844,704,508,581,218,273,61,83,79,60,0,0,0,0,0,0,0,0,0,0,0,0,0,67,35,42,3,0,1,0
1385:Bacillales,27,0,0,30,92,110,42,50,109,135,33,23,39,29,774,695,586,524,663,629,542,518,860,932,515,480,17,25,18,0,0,0,0,0,0,0,0,0,103,105,124,102,118,138,140,143,425,449,423,432,836,962,499,541,0,0,0,0
1111068:Geobacillus thermoleovorans CCB_US3_UF5,174,128,145,132,2167,2145,627,691,125,143,200,152,188,129,522,555,391,401,694,721,584,602,448,468,289,299,17,0,9,17,208,177,95,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
1412597:Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121180,2834,2004,3302,2545,0,0,4,0,120,139,457,355,563,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,239,125,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150621:Sulfurospirillum multivorans DSM 12446,228,190,203,192,0,0,0,0,78,106,66,37,64,50,3192,2916,2237,2171,39,36,45,36,331,362,193,195,0,0,0,0,144,139,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
515620:[Eubacterium] eligens ATCC 27750,0,0,0,0,0,0,0,0,84,120,0,0,0,0,0,0,0,0,0,0,0,0,377,456,209,167,2003,2101,1757,1505,46,43,34,0,0,0,0,0,445,538,489,528,228,285,237,280,195,205,179,222,127,158,89,122,0,0,0,0
1097:Chlorobaculum tepidum,608,536,834,589,0,0,0,0,124,132,202,139,201,170,384,388,227,247,523,535,415,398,186,186,145,104,1552,1528,883,816,255,235,135,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74,52,37,33,36,10,20
405955:Escherichia coli APEC O1,2335,1661,2095,1678,0,0,0,0,100,158,302,222,295,209,0,0,0,0,0,0,0,0,1118,1348,644,674,0,0,0,0,89,88,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301:Streptococcus,166,120,182,101,251,293,137,149,91,133,0,0,0,0,493,421,326,341,168,145,117,147,278,306,159,152,81,69,44,34,72,70,47,46,1020,1173,1088,948,485,499,464,465,128,130,136,146,141,142,131,141,166,198,123,108,0,0,1,0
234:Brucella,53,43,37,41,9,0,4,5,91,100,628,450,571,405,369,374,263,269,1004,985,770,741,105,85,39,57,1029,1087,840,660,329,291,166,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178,127,120,0,0,1,0
1412570:Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916,2860,2046,2583,2061,0,0,0,0,86,122,484,316,479,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,190,112,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,253,48,18
1127134:Nocardia cyriacigeorgica GUH-2,172,145,151,140,0,0,0,0,75,134,79,72,69,56,2537,2249,1821,1737,259,255,141,135,220,221,158,121,81,80,45,45,149,141,107,61,128,138,128,130,0,0,0,0,0,0,0,0,0,0,0,0,48,46,0,0,126,91,55,7
1050222:Paenibacillus sp. Aloe-11,557,472,492,458,0,0,0,0,100,90,140,82,194,150,721,1091,513,737,488,663,326,493,302,249,114,154,621,656,443,423,495,609,273,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,25,29,0,0,0,0
1352:Enterococcus faecium,0,0,0,0,4306,3922,1964,1900,86,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469587:Bacteroides sp. 2_1_16,0,0,0,0,0,0,0,0,91,108,50,28,31,34,1920,1862,1480,1401,743,708,606,624,255,249,185,145,0,0,0,0,479,404,226,229,0,0,0,0,59,54,63,57,0,0,0,0,0,0,0,0,93,106,63,78,0,0,0,0
764103:Mixia osmundae IAM 14324,2510,1937,2326,2066,0,9,4,5,122,125,100,67,90,67,73,86,40,52,89,87,70,66,41,0,0,0,0,0,0,0,680,627,298,297,90,117,141,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94624:Bordetella petrii,898,781,692,710,0,0,0,0,197,130,2030,1541,1763,1386,0,0,0,0,39,36,42,28,0,0,0,0,66,65,42,32,0,0,0,29,306,428,366,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9541:Macaca fascicularis,1451,953,1054,860,2326,2041,1036,953,100,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,106,109,112,0,0,0,0,0,0,0,0,0,0,0,0,177,156,55,28
33213:Bilateria,594,468,628,518,1740,1733,705,761,76,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,415,257,233,96,107,72,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,1014,135,96
1256570:uncultured bacterium A1Q1_fos_291,59,42,48,44,342,325,154,168,78,117,393,270,414,258,633,605,412,412,343,336,334,300,73,81,60,35,817,958,712,631,378,318,229,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,57,49,48,244,351,105,12
563032:Rothia dentocariosa M567,0,0,0,0,0,0,3,0,94,177,116,85,110,59,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,14,0,0,0,0,439,535,449,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4340,3508,649,314
634498:Methanobrevibacter ruminantium M1,0,0,0,0,0,0,0,0,77,103,0,0,0,0,237,204,152,152,0,0,0,0,1653,1943,820,703,0,0,0,0,0,0,0,0,416,444,446,371,0,0,0,0,0,0,0,0,671,724,670,676,212,240,142,146,0,0,0,0
697329:Ruminococcus albus 7 = DSM 20455,0,0,0,0,0,0,0,0,92,108,0,0,0,0,199,151,94,97,86,98,46,59,1244,1253,757,820,50,50,19,21,0,0,0,0,0,0,0,0,367,424,359,417,311,377,323,391,546,660,427,454,186,233,107,158,0,0,0,0
717962:Coprococcus catus GD/7,0,0,0,0,0,0,0,0,78,121,0,0,0,0,0,0,0,0,27,0,20,0,512,677,334,320,385,429,390,335,57,52,31,39,125,201,144,83,866,917,857,842,267,340,306,308,355,314,271,306,141,157,91,99,0,0,0,0
723604:uncultured actinobacterium HF0500_35G12,0,0,0,0,0,16,5,0,71,94,272,207,282,164,101,123,89,95,615,596,511,439,0,0,0,0,48,69,42,33,1784,1652,869,787,332,369,340,290,0,0,0,0,0,0,0,0,0,0,0,0,125,155,97,109,0,0,0,0
3708:Brassica napus,123,97,117,109,134,138,58,65,189,110,452,301,397,272,200,247,125,149,491,514,511,555,63,80,44,45,716,796,609,530,502,540,259,283,86,96,90,74,55,55,58,0,49,42,44,0,0,0,0,0,80,63,52,34,3,6,0,4
1437183:Mesangiospermae,813,647,733,627,83,83,43,38,114,107,604,401,574,395,359,296,219,233,324,323,293,365,68,54,27,42,46,39,33,24,324,335,180,192,189,231,207,215,88,85,91,96,70,78,91,59,0,0,0,0,49,49,31,27,0,4,0,0
79923:Clonorchis sinensis,1610,1384,1399,1230,0,0,0,0,112,136,1161,916,1129,831,0,0,0,0,27,19,0,0,0,0,0,0,75,52,38,34,44,0,0,29,64,70,82,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
196164:Corynebacterium efficiens YS-314,124,89,141,82,32,37,13,12,92,89,224,149,197,130,1043,974,491,448,31,42,38,39,0,0,0,0,60,69,46,39,0,43,0,0,1018,1281,1137,878,0,0,0,0,0,0,0,0,42,35,57,66,0,0,0,0,509,396,129,62
1412595:Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121178,1562,997,1774,1125,0,0,0,0,97,114,668,443,778,515,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,593,777,313,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186801:Clostridia,0,0,0,0,0,0,0,0,56,90,0,0,0,0,314,288,201,158,786,626,687,684,94,108,46,40,36,64,47,43,0,0,0,0,0,0,0,0,365,411,365,429,423,444,430,494,339,365,343,348,259,327,172,194,0,0,0,0
1393662:uncultured bacterium Contigcl_1787,0,0,0,0,0,0,0,0,64,98,129,130,104,92,905,794,664,600,1013,933,906,854,157,157,114,134,29,27,25,17,425,413,290,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,251,124,184,0,0,1,1
1236689:Candidatus Methanomethylophilus alvus Mx1201,0,0,0,0,0,0,0,0,82,116,0,0,0,0,36,45,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,214,203,186,1410,1576,1555,1697,535,645,701,697,0,0,0,0,0,0,0,0,0,0,0,0
869209:Treponema succinifaciens DSM 2489,0,0,0,0,0,0,0,0,70,101,0,0,0,0,0,0,0,0,45,48,50,49,0,0,0,0,1289,1381,1181,995,90,77,77,61,0,0,0,0,574,673,537,560,349,369,351,346,94,119,102,109,102,97,63,64,0,0,1,0
710974:uncultured gamma proteobacterium EB750_07C09,0,0,0,0,0,0,0,0,88,133,2494,1751,2253,1609,0,33,0,32,0,0,0,0,0,0,0,0,0,0,0,0,78,79,36,45,325,365,330,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
657324:Butyrivibrio fibrisolvens 16/4,0,0,0,0,0,0,0,0,69,94,0,0,0,0,172,141,92,65,0,0,0,0,58,78,37,38,820,846,716,589,0,0,0,0,148,162,136,79,364,399,412,466,502,610,581,718,203,207,210,220,122,147,76,80,0,0,0,0
2759:Eukaryota,413,303,389,306,163,211,73,85,211,181,24,25,34,23,93,115,50,42,143,144,135,142,54,46,0,27,153,163,140,111,186,209,101,125,277,285,270,271,307,305,308,322,270,297,273,267,164,165,159,154,195,227,116,144,75,56,22,12
1400053:Bacteroidales bacterium CF,0,0,0,0,0,0,0,0,69,86,0,0,0,0,61,48,31,42,35,29,42,40,70,113,65,35,0,0,0,0,130,99,87,75,0,0,0,0,697,829,774,886,494,619,650,658,385,361,272,340,399,492,253,278,0,0,0,0
9526:Catarrhini,675,541,577,527,1697,1643,755,660,74,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,0,12,0,0,0,26,80,157,192,90,126,135,126,126,0,0,0,0,0,0,0,0,0,0,0,0,496,459,112,86
34033:environmental samples,54,51,87,67,239,301,112,129,85,76,377,296,406,283,955,932,540,646,326,340,344,337,153,118,87,85,0,0,0,10,501,499,274,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,128,72,95,0,0,0,0
657322:Faecalibacterium prausnitzii SL3/3,28,0,0,22,0,0,0,0,62,100,0,0,0,0,0,0,0,0,0,0,0,0,120,146,72,70,417,487,225,195,0,0,0,0,101,106,76,63,984,1079,947,1082,425,522,501,565,164,178,170,183,87,87,52,47,0,0,0,0
3818:Arachis hypogaea,225,213,241,222,0,0,0,0,65,89,270,215,287,200,702,634,491,532,425,415,285,271,230,320,216,195,158,155,87,83,336,330,198,187,75,71,66,69,0,0,0,0,0,0,0,0,0,0,0,0,221,258,142,170,0,0,0,0
349746:Yersinia pestis Angola,0,0,0,0,0,0,0,0,99,94,1238,845,1106,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665,1585,895,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28221:Deltaproteobacteria,1171,860,1044,874,0,0,0,0,99,142,302,194,280,208,354,352,239,248,129,134,76,98,0,0,0,0,0,0,0,0,864,744,351,301,0,0,0,0,0,0,44,0,0,0,0,0,59,51,40,39,0,0,27,0,0,0,0,0
566461:Streptomyces ghanaensis ATCC 14672,1180,1002,1176,1284,25,22,12,12,84,93,176,139,192,192,149,159,96,106,99,114,119,81,0,0,0,0,0,0,0,0,121,118,77,81,483,548,535,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,117,34,32
469:Acinetobacter,306,271,276,258,0,0,0,0,79,93,544,419,538,441,0,0,0,0,136,115,85,99,0,0,0,0,813,953,680,463,756,718,412,418,0,0,0,0,0,50,0,0,38,50,42,58,0,0,0,0,0,51,0,44,0,0,0,0
49338:Desulfitobacterium hafniense,0,0,0,0,0,0,0,0,3056,5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,68,66,55,50,69,72,84,0,0,0,0,0,0,26,0,0,0,1,0
264731:Prevotella ruminicola 23,118,90,103,68,0,0,0,0,76,86,0,0,21,19,60,57,48,32,0,0,28,27,93,126,41,50,255,242,203,164,0,0,0,0,0,0,0,0,574,670,593,644,367,432,469,519,435,440,377,423,320,357,207,240,0,0,0,0
32033:Xanthomonadaceae,0,0,0,0,0,0,0,0,52,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,1794,1372,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
10116:Rattus norvegicus,395,326,371,260,2100,1820,1209,1110,92,116,24,27,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,92,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,189,165,167,1,3,0,0
515622:Butyrivibrio proteoclasticus B316,0,0,0,0,0,0,0,0,66,83,0,0,0,0,0,0,24,0,0,0,0,0,665,856,371,353,21,18,17,0,0,0,0,30,110,114,117,82,474,520,453,452,376,474,415,465,299,370,320,373,280,331,168,178,0,0,1,0
906968:Treponema brennaborense DSM 12168,0,0,0,0,0,0,0,0,56,102,0,0,0,0,527,456,268,227,54,61,24,25,0,0,0,0,0,0,0,0,596,456,317,252,464,622,472,352,251,257,213,222,138,177,164,181,416,473,315,354,111,109,42,68,0,0,1,0
657314:Ruminococcus obeum A2-162,67,37,42,47,0,0,0,0,55,72,0,0,0,0,58,54,33,32,39,31,37,27,51,56,29,31,87,93,65,67,54,49,36,26,123,193,163,103,886,974,979,1072,364,465,440,473,165,190,153,185,157,193,83,123,0,0,0,0
